level,composer,title
3,"David Lawrence & Faye Greenberg","Scream (High School Musical 3)"
3,"Matthew Gerrard & Robbie Nevil","The Boys Are Back (High School Musical 3)"
3,"Ed Sheeran","Perfect (Ed Sheeran - Standard)"
3,"Ed Sheeran & Amy Wadge","Thinking Out Loud (Ed Sheeran - Standard)"
3,"Taylor Swift","Love Story (Taylor Swift - Standard)"
3,"Taylor Swift & Liz Rose","You Belong With Me (Taylor Swift - Standard)"
3,"Taylor Swift & Aaron Dessner","Cardigan (Taylor Swift - Standard)"
3,"Taylor Swift & Aaron Dessner","Willow (Taylor Swift - Standard)"
3,"Adele & Dan Wilson","Someone Like You (Adele - Standard)"
3,"Adele & Greg Kurstin","Hello (Adele - Standard)"
3,"Bruno Mars, Philip Lawrence, Ari Levine","Grenade (Bruno Mars - Standard)"
3,"Mark Ronson, Bruno Mars, etc.","Uptown Funk (Mark Ronson ft. Bruno Mars - Standard)"
3,"Lady Gaga & RedOne","Bad Romance (Lady Gaga - Standard)"
3,"Lady Gaga, etc.","Shallow (Lady Gaga & Bradley Cooper - Standard)"
3,"Sia, Benny Blanco, Stargate","Diamonds (Rihanna - Standard)"
3,"Calvin Harris","We Found Love (Rihanna - Standard)"
3,"Coldplay","Fix You (Coldplay - Standard)"
3,"Coldplay","Yellow (Coldplay - Standard)"
3,"Coldplay","The Scientist (Coldplay - Standard)"
3,"Nirvana","Smells Like Teen Spirit (Nirvana - Piano Arr.)"
3,"Twenty One Pilots","Stressed Out (Twenty One Pilots - Standard)"
3,"Twenty One Pilots","Heathens (Twenty One Pilots - Standard)"
3,"Billie Eilish & Finneas O'Connell","When the Party's Over (Billie Eilish - Standard)"
3,"Billie Eilish & Finneas O'Connell","Everything I Wanted (Billie Eilish - Standard)"
3,"Olivia Rodrigo & Dan Nigro","Good 4 U (Olivia Rodrigo - Standard)"
3,"Olivia Rodrigo & Dan Nigro","Deja Vu (Olivia Rodrigo - Standard)"
3,"The Weeknd","Blinding Lights (The Weeknd - Standard)"
3,"The Weeknd","Save Your Tears (The Weeknd - Standard)"
3,"Harry Styles","Watermelon Sugar (Harry Styles - Standard)"
3,"Harry Styles","As It Was (Harry Styles - Standard)"
3,"Dua Lipa","Levitating (Dua Lipa - Standard)"
3,"Dua Lipa","Don't Start Now (Dua Lipa - Standard)"
3,"Lizzo","Truth Hurts (Lizzo - Standard)"
3,"Lizzo","Good as Hell (Lizzo - Standard)"
3,"Benj Pasek & Justin Paul","Waving Through a Window (Dear Evan Hansen)"
3,"Benj Pasek & Justin Paul","For Forever (Dear Evan Hansen)"
3,"Benj Pasek & Justin Paul","You Will Be Found (Dear Evan Hansen)"
3,"Lin-Manuel Miranda","Alexander Hamilton (Hamilton)"
3,"Lin-Manuel Miranda","Helpless (Hamilton)"
3,"Lin-Manuel Miranda","Satisfied (Hamilton)"
3,"Lin-Manuel Miranda","Burn (Hamilton)"
3,"Lin-Manuel Miranda","The Schuyler Sisters (Hamilton)"
3,"Lin-Manuel Miranda","Wait for It (Hamilton)"
3,"Lin-Manuel Miranda","Yorktown (The World Turned Upside Down) (Hamilton)"
3,"Lin-Manuel Miranda","Dear Theodosia (Hamilton)"
3,"Lin-Manuel Miranda","Who Lives, Who Dies, Who Tells Your Story (Hamilton)"
3,"Sherman Brothers","Let's Go Fly a Kite (Mary Poppins)"
3,"Sherman Brothers","Chim Chim Cher-ee (Mary Poppins)"
3,"Sherman Brothers","Feed the Birds (Mary Poppins)"
3,"Sherman Brothers","The Age of Not Believing (Bedknobs and Broomsticks)"
3,"Sherman Brothers","Portobello Road (Bedknobs and Broomsticks)"
3,"Al Kasha & Joel Hirschhorn","Candle on the Water (Pete's Dragon)"
3,"Sammy Fain","Someone's Waiting for You (The Rescuers)"
3,"Carol Connors","The Journey (The Rescuers)"
3,"Michael Giacchino","The Incredibles - Life's Incredible Again"
3,"Michael Giacchino","Ratatouille - Colette Shows Him Le Ropes"
3,"Michael Giacchino","Up - The Spirit of Adventure"
3,"Alan Silvestri","Back to the Future - Overture (simplified)"
3,"Alan Silvestri","The Avengers - Main Theme (Standard)"
3,"Alan Silvestri","Forrest Gump - I'm Forrest... Forrest Gump"
3,"Danny Elfman","The Nightmare Before Christmas - Sally's Song"
3,"Danny Elfman","The Nightmare Before Christmas - Town Meeting Song"
3,"Danny Elfman","Edward Scissorhands - The Grand Finale"
3,"Danny Elfman","Batman (1989) - The Batman Theme (Standard)"
3,"Danny Elfman","Spider-Man (2002) - Main Theme"
3,"Danny Elfman","Men in Black - Main Theme"
3,"Danny Elfman","Alice in Wonderland (2010) - Alice's Theme"
3,"Danny Elfman","Charlie and the Chocolate Factory - Main Titles"
3,"Bill Conti","Rocky - The Final Bell"
3,"Bill Conti","Gonna Fly Now (Full Arr.)"
3,"Michael Giacchino","Star Trek (2009) - Enterprising Young Men"
3,"Michael Giacchino","Lost - Parting Words"
3,"Ennio Morricone","The Mission - Gabriel's Oboe (Standard)"
3,"Ennio Morricone","Once Upon a Time in America - Deborah's Theme"
3,"Ennio Morricone","The Untouchables - Main Theme"
3,"Ennio Morricone","The Thing - Main Theme"
3,"John Barry","James Bond - Goldfinger"
3,"John Barry","James Bond - You Only Live Twice"
3,"Paul McCartney","James Bond - Live and Let Die"
3,"Marvin Hamlisch","James Bond - Nobody Does It Better"
3,"Kate Bush","Running Up That Hill (Stranger Things)"
3,"Sonya Belousova & Giona Ostinelli","Toss a Coin to Your Witcher (Standard)"
3,"Taylor Swift / Vitamin String Quartet","Bridgerton - Wildest Dreams (String Quartet ver.)"
3,"Ariana Grande / Vitamin String Quartet","Bridgerton - Thank U, Next (String Quartet ver.)"
3,"Rebecca Sugar","Steven Universe - Stronger Than You"
3,"Rebecca Sugar","Steven Universe - It's Over, Isn't It"
3,"Rebecca Sugar","Adventure Time - I'm Just Your Problem"
3,"Jeremy Zuckerman","Avatar: The Last Airbender - Leaves from the Vine"
3,"Jeremy Zuckerman","Avatar: The Last Airbender - Secret Tunnel"
3,"Peter Straus & Paul Tibbitt","SpongeBob SquarePants - Ripped Pants"
3,"Dan Povenmire","SpongeBob SquarePants - The Campfire Song Song"
3,"The Cardigans","Lovefool (The Cardigans)"
3,"Ednaswap","Torn (Natalie Imbruglia)"
3,"Sixpence None the Richer","Kiss Me (Sixpence None the Richer)"
3,"Goo Goo Dolls","Iris (Goo Goo Dolls)"
3,"R.E.M.","Losing My Religion (R.E.M.)"
3,"R.E.M.","Everybody Hurts (R.E.M.)"
3,"The Cure","Friday I'm in Love (The Cure)"
3,"The Cure","Just Like Heaven (The Cure)"
3,"Depeche Mode","Enjoy the Silence (Depeche Mode)"
3,"Depeche Mode","Personal Jesus (Depeche Mode)"
3,"Cyndi Lauper","True Colors (Cyndi Lauper)"
3,"Cyndi Lauper","Time After Time (Cyndi Lauper)"
3,"Madonna","Like a Prayer (Madonna)"
3,"Madonna","Vogue (Madonna)"
3,"Michael Jackson","Man in the Mirror (Michael Jackson)"
3,"Michael Jackson","Smooth Criminal (Michael Jackson)"
3,"Prince","Purple Rain (Prince)"
3,"Prince","Kiss (Prince)"
3,"U2","With or Without You (U2)"
3,"U2","I Still Haven't Found What I'm Looking For (U2)"
3,"The Police","Every Breath You Take (The Police)"
3,"The Police","Roxanne (The Police)"
3,"Billy Joel","Piano Man (Billy Joel - Standard)"
3,"Billy Joel","Just the Way You Are (Billy Joel)"
3,"Billy Joel","Uptown Girl (Billy Joel)"
3,"Elton John","Tiny Dancer (Elton John - Standard)"
3,"Elton John","Your Song (Elton John - Standard)"
3,"Elton John & Kiki Dee","Don't Go Breaking My Heart (Elton John & Kiki Dee)"
3,"ABBA","Take a Chance on Me (ABBA)"
3,"ABBA","Gimme! Gimme! Gimme! (A Man After Midnight) (ABBA)"
3,"ABBA","Waterloo (ABBA)"
3,"ABBA","Fernando (ABBA)"
3,"ABBA","S.O.S. (ABBA)"
3,"ABBA","Knowing Me, Knowing You (ABBA)"
3,"ABBA","The Winner Takes It All (ABBA)"
3,"ABBA","Lay All Your Love on Me (ABBA)"
3,"Queen & David Bowie","Under Pressure (Queen & David Bowie)"
3,"John Deacon","Another One Bites the Dust (Queen)"
3,"Freddie Mercury","Crazy Little Thing Called Love (Queen)"
3,"John Deacon","You're My Best Friend (Queen)"
3,"John Lennon","Imagine (John Lennon - Full version)"
3,"The Beatles","Let It Be (The Beatles - Full version)"
3,"The Beatles","Come Together (The Beatles)"
3,"The Beatles","Something (The Beatles)"
3,"The Beatles","Eleanor Rigby (The Beatles)"
3,"The Beatles","In My Life (The Beatles)"
3,"The Rolling Stones","(I Can't Get No) Satisfaction (The Rolling Stones)"
3,"The Rolling Stones","Paint It Black (The Rolling Stones)"
3,"The Rolling Stones","Angie (The Rolling Stones)"
3,"The Who","My Generation (The Who)"
3,"The Who","Baba O'Riley (The Who)"
3,"The Animals","House of the Rising Sun (The Animals)"
3,"The Mamas & The Papas","California Dreamin' (The Mamas & The Papas)"
3,"The Beach Boys","Good Vibrations (The Beach Boys)"
3,"The Beach Boys","God Only Knows (The Beach Boys)"
3,"The Beach Boys","Wouldn't It Be Nice (The Beach Boys)"
3,"The Ronettes","Be My Baby (The Ronettes)"
3,"Ben E. King","Stand by Me (Ben E. King - Full Version)"
3,"Louis Armstrong","What a Wonderful World (Louis Armstrong)"
3,"Cole Porter","I've Got You Under My Skin (Frank Sinatra)"
3,"Bart Howard","Fly Me to the Moon (Frank Sinatra)"
3,"Paul Anka","My Way (Frank Sinatra)"
3,"John Kander","New York, New York (Frank Sinatra)"
3,"Irving Gordon","Unforgettable (Nat King Cole)"
3,"George Cory","I Left My Heart in San Francisco (Tony Bennett)"
3,"Eddie Cooley & Otis Blackwell","Fever (Peggy Lee)"
3,"Mack Gordon & Harry Warren","At Last (Etta James)"
3,"Arthur Hamilton","Cry Me a River (Julie London)"
3,"Hoagy Carmichael","Georgia on My Mind (Ray Charles)"
3,"Ray Charles","What'd I Say (Ray Charles)"
3,"Otis Redding","Respect (Aretha Franklin)"
3,"Burt Bacharach","I Say a Little Prayer (Aretha Franklin)"
3,"Gerry Goffin, Carole King, Jerry Wexler","(You Make Me Feel Like) A Natural Woman (Aretha Franklin)"
3,"Bill Withers","Ain't No Sunshine (Bill Withers)"
3,"Bill Withers","Lovely Day (Bill Withers)"
3,"Stevie Wonder","Superstition (Stevie Wonder)"
3,"Stevie Wonder","Signed, Sealed, Delivered I'm Yours (Stevie Wonder)"
3,"The Corporation","I Want You Back (The Jackson 5)"
3,"The Corporation","ABC (The Jackson 5)"
3,"Holland-Dozier-Holland","Stop! In the Name of Love (The Supremes)"
3,"Holland-Dozier-Holland","You Can't Hurry Love (The Supremes)"
3,"Norman Whitfield & Barrett Strong","I Heard It Through the Grapevine (Marvin Gaye)"
3,"Marvin Gaye","What's Going On (Marvin Gaye)"
3,"Marvin Gaye","Let's Get It On (Marvin Gaye)"
4,"Joe Hisaishi","Merry-Go-Round of Life (Howl's Moving Castle - Standard)"
4,"Joe Hisaishi","The Name of Life (Spirited Away - Standard)"
4,"Roland Orzabal","Mad World (Gary Jules Version)"
4,"Nobuo Uematsu","Melodies of Life (Final Fantasy IX)"
4,"Christina Perri","A Thousand Years"
4,"RADWIMPS","Sparkle (Your Name.)"
4,"Hans Zimmer","Interstellar - Main Theme (Cornfield Chase)"
4,"Joe Hisaishi","Summer (from Kikujiro)"
4,"Koji Kondo","Zelda's Lullaby (Fuller arrangement)"
4,"Masaru Yokoyama","Watashi no Uso (Your Lie in April)"
4,"Klaus Badelt","He's a Pirate (Standard Arrangement)"
4,"Yasunori Mitsuda","Time's Scar (Chrono Cross)"
4,"RADWIMPS","Nandemonaiya (Your Name.)"
4,"Ludovico Einaudi","Nuvole Bianche"
4,"John Williams","The Force Theme (Star Wars)"
4,"Jeremy Zuckerman","The Avatar's Love (Avatar: The Last Airbender)"
4,"LiSA","Gurenge (Demon Slayer - Ballad Arr.)"
4,"Joe Hisaishi","A Town with an Ocean View (Jazz Arrangement)"
4,"Yasunori Mitsuda","Kingdom of Zeal (Chrono Trigger)"
4,"Shoji Meguro","Everyday is a Good Day (Persona 4)"
4,"Kenshi Yonezu","Lemon"
4,"Masayoshi Soken","Tomorrow and Tomorrow (Final Fantasy XIV)"
4,"Keiichi Okabe","Amusement Park (Nier: Automata)"
4,"Hajime Wakai","Ballad of the Goddess (Zelda: Skyward Sword)"
4,"Gustavo Santaolalla","The Last of Us - Main Theme"
4,"Joe Hisaishi","Main Theme (Howl's Moving Castle)"
4,"Yutaka Yamada","Glassy Sky (Tokyo Ghoul)"
4,"Chiyomaru Shikura","Hacking to the Gate (Steins;Gate)"
4,"Yasunori Nishiki","Tressa, the Merchant (Octopath Traveler)"
4,"Nobuo Uematsu","Waltz for the Moon (Final Fantasy VIII)"
4,"Kenji Kawai","Emiya (Fate/stay night)"
4,"Yasunori Mitsuda","Ending Theme (Chrono Trigger)"
4,"Michiru Yamane","Lost Painting (Castlevania: Symphony of the Night)"
4,"Nobuo Uematsu","The Place I'll Return to Someday (Final Fantasy IX)"
4,"Hiroki Morishita","Main Theme (Fire Emblem: Awakening)"
4,"Masayoshi Soken","Daughter of the Dark God (Final Fantasy XIV)"
4,"Taro Umebayashi","Agape (Yuri!!! on ICE)"
4,"Eir Aoi","Lapis Lazuli (Arslan Senki ED)"
4,"Yoshihisa Hirano & Hideki Taniuchi","L's Theme B (Death Note)"
4,"Ludovico Einaudi","Experience"
4,"Ludovico Einaudi","Divenire"
4,"Ludovico Einaudi","Fly (from The Intouchables)"
4,"Ludovico Einaudi","Andare"
4,"Ludovico Einaudi","Walk"
4,"Ludovico Einaudi","Oltremare"
4,"Ludovico Einaudi","Berlin Song"
4,"Ludovico Einaudi","Nightbook"
4,"Yiruma","Fairytale"
4,"Yiruma","Hope"
4,"Yiruma","Reminiscent"
4,"John Williams","Buckbeak's Flight (Harry Potter and the Prisoner of Azkaban)"
4,"John Williams","Hogwarts' Secret"
4,"John Williams","The Dueling Club (Harry Potter and the Chamber of Secrets)"
4,"John Williams","The Spiders (Harry Potter and the Chamber of Secrets)"
4,"John Williams","Fawkes Is Reborn"
4,"Alexandre Desplat","Snape to Malfoy Manor (Harry Potter and the Deathly Hallows)"
4,"Alexandre Desplat","Obliviate (Harry Potter and the Deathly Hallows)"
4,"Alexandre Desplat","Godric's Hollow Graveyard (Harry Potter)"
4,"Alexandre Desplat","Resurrection Stone (Harry Potter)"
4,"Alexandre Desplat","Courtyard Apocalypse (Simplified)"
4,"Alexandre Desplat","Severus and Lily"
4,"Alexandre Desplat","Lily's Theme (Simplified)"
4,"Nicholas Hooper","The Friends (Harry Potter and the Half-Blood Prince)"
4,"Nicholas Hooper","When Ginny Kissed Harry"
4,"Nicholas Hooper","In Noctem"
4,"Nicholas Hooper","Slughorn's Confession"
4,"Nicholas Hooper","Flight of the Order of the Phoenix"
4,"Hans Zimmer","Time (Inception)"
4,"Hans Zimmer","Chevaliers de Sangreal (The Da Vinci Code)"
4,"Hans Zimmer","First Step (Interstellar)"
4,"Hans Zimmer","S.T.A.Y. (Interstellar)"
4,"Hans Zimmer","A Dark Knight (The Dark Knight)"
4,"Hans Zimmer","Why So Serious? (The Dark Knight)"
4,"Hans Zimmer & James Newton Howard","Molossus (Batman Begins)"
4,"Hans Zimmer","Discombobulate (Sherlock Holmes)"
4,"Hans Zimmer","Drink Up Me Hearties Yo Ho (Pirates of the Caribbean)"
4,"Hans Zimmer","One Day (Pirates of the Caribbean)"
4,"Hans Zimmer","Up Is Down (Pirates of the Caribbean)"
4,"James Horner","I See You (Avatar)"
4,"James Horner","The Bioluminescence of the Night (Avatar)"
4,"James Horner","Becoming One of The People (Avatar)"
4,"John Powell","Test Drive (How to Train Your Dragon)"
4,"John Powell","Forbidden Friendship (How to Train Your Dragon)"
4,"John Powell","Dragon Racing (How to Train Your Dragon 2)"
4,"John Powell","Flying with Mother (How to Train Your Dragon 2)"
4,"James Newton Howard","The Hanging Tree (The Hunger Games)"
4,"James Newton Howard","Rue's Lullaby (The Hunger Games)"
4,"Dario Marianelli","Pride & Prejudice - Main Theme (Dawn)"
4,"Dario Marianelli","Atonement - Elegy for Dunkirk"
4,"Explosions in the Sky","Your Hand in Your Mine (Friday Night Lights)"
4,"The Cinematic Orchestra","Arrival of the Birds & Transformation"
4,"Alexandre Desplat","The Imitation Game - Main Theme"
4,"Alexandre Desplat","The Shape of Water - Main Theme"
4,"Alexandre Desplat","The Grand Budapest Hotel - Main Theme"
4,"Alexandre Desplat","Isle of Dogs - Main Theme"
4,"Alexandre Desplat","New Moon (The Meadow) (Twilight)"
4,"Howard Shore","Jacob's Theme (Twilight)"
4,"Carter Burwell","Phascination Phase (Twilight)"
4,"Carter Burwell","Stuck on You (Twilight)"
4,"Clint Mansell","Requiem for a Dream - Summer Overture"
4,"Clint Mansell","The Fountain - Xibalba"
4,"Clint Mansell","The Last Man (The Fountain)"
4,"John Williams","Indiana Jones and the Last Crusade - Scherzo for Motorcycle and Orchestra"
4,"John Williams","Marion's Theme (Full version)"
4,"John Williams","The Temple of Doom - Parade of the Slave Children"
4,"John Williams","Across the Stars (Full version)"
4,"John Williams","Anakin's Betrayal (Star Wars)"
4,"Michael Giacchino","The Imperial Suite (Rogue One)"
4,"Michael Giacchino","Jyn Erso & Hope Suite (Rogue One)"
4,"John Powell","The Adventures of Han (Solo)"
4,"Ludwig Göransson","The Book of Boba Fett - Main Theme"
4,"Ramin Djawadi","Game of Thrones - Goodbye Brother"
4,"Ramin Djawadi","Game of Thrones - Dracarys"
4,"Ramin Djawadi","Game of Thrones - Mhysa"
4,"Ramin Djawadi","Pacific Rim - Main Theme (Standard)"
4,"The Rolling Stones / Ramin Djawadi","Westworld - Paint It Black (Piano Arr.)"
4,"Jóhann Jóhannsson","The Theory of Everything - Domestic Pressures"
4,"Trent Reznor & Atticus Ross","The Social Network - In Motion"
4,"Jon Batiste","Soul - It's All Right"
4,"Joni Mitchell","CODA - Both Sides Now"
4,"Carter Burwell","Carol - Opening"
4,"Elmer Bernstein","Far From Heaven - Main Theme"
4,"Elmer Bernstein","To Kill a Mockingbird - Main Theme"
4,"Elmer Bernstein","The Magnificent Seven - Main Theme"
4,"Kenji Kawai","Ghost in the Shell - Making of a Cyborg"
4,"Geinoh Yamashirogumi","Akira - Kaneda's Theme (Piano Arr.)"
4,"Susumu Hirasawa","Paprika - The Girl in Byakkoya"
4,"Masahiro Ikumi","Perfect Blue - Main Theme"
4,"RADWIMPS","Your Name. - Dream Lantern"
4,"RADWIMPS","Weathering with You - Grand Escape"
4,"RADWIMPS","Suzume - Main Theme"
4,"Kensuke Ushio","A Silent Voice - Lit"
4,"Jamie Houston","You Are the Music in Me (High School Musical 2)"
4,"Randy Petersen & Kevin Quinn","Work This Out (High School Musical 2)"
4,"David Lawrence & Faye Greenberg","Fabulous (High School Musical 2)"
4,"Matthew Gerrard & Robbie Nevil","I Want It All (High School Musical 3)"
4,"Ed Sheeran","The A Team (Ed Sheeran)"
4,"Ed Sheeran","Shape of You (Ed Sheeran)"
4,"Taylor Swift, Max Martin, Shellback","Wildest Dreams (Taylor Swift)"
4,"Taylor Swift & Jack Antonoff","Anti-Hero (Taylor Swift)"
4,"Adele & Fraser T. Smith","Set Fire to the Rain (Adele)"
4,"Adele & Paul Epworth","Skyfall (Adele)"
4,"Bruno Mars, Philip Lawrence, Christopher Brody Brown","24K Magic (Bruno Mars)"
4,"Bruno Mars, Philip Lawrence, Christopher Brody Brown","That's What I Like (Bruno Mars)"
4,"Lady Gaga & RedOne","Alejandro (Lady Gaga)"
4,"Lady Gaga, Rodney Jerkins, etc.","Telephone (Lady Gaga ft. Beyoncé)"
4,"Dolly Parton","I Will Always Love You (Whitney Houston)"
4,"Queen","Bohemian Rhapsody (Standard Piano Solo)"
4,"Freddie Mercury","Somebody to Love (Queen)"
4,"Journey","Don't Stop Believin' (Journey)"
4,"Jonathan Cain & Steve Perry","Separate Ways (Worlds Apart) (Journey)"
4,"Michael Jackson","Billie Jean (Michael Jackson)"
4,"Rod Temperton","Thriller (Michael Jackson)"
4,"Benj Pasek & Justin Paul","This Is Me (The Greatest Showman)"
4,"Benj Pasek & Justin Paul","Rewrite the Stars (The Greatest Showman)"
4,"Benj Pasek & Justin Paul","Never Enough (The Greatest Showman)"
4,"Benj Pasek & Justin Paul","From Now On (The Greatest Showman)"
4,"Benj Pasek & Justin Paul","The Other Side (The Greatest Showman)"
4,"Benj Pasek & Justin Paul","Tightrope (The Greatest Showman)"
4,"Stephen Schwartz","Defying Gravity (Wicked)"
4,"Stephen Schwartz","For Good (Wicked)"
4,"Stephen Schwartz","Popular (Wicked)"
4,"Stephen Schwartz","The Wizard and I (Wicked)"
4,"Stephen Schwartz","As Long As You're Mine (Wicked)"
4,"Jonathan Larson","Seasons of Love (Rent)"
4,"Jonathan Larson","One Song Glory (Rent)"
4,"Jonathan Larson","Light My Candle (Rent)"
4,"Jonathan Larson","I'll Cover You (Rent)"
4,"David Baerwald","Come What May (Moulin Rouge!)"
4,"Elton John","Your Song (Moulin Rouge! version)"
4,"The Police / Mariano Mores","El Tango de Roxanne (Moulin Rouge!)"
4,"eden ahbez","Nature Boy (Moulin Rouge!)"
4,"Bob Crewe & Kenny Nolan","Lady Marmalade (Moulin Rouge!)"
4,"Jule Styne & Leo Robin","Sparkling Diamonds (Moulin Rouge!)"
4,"Traditional","Misirlou (Pulp Fiction)"
4,"Chuck Berry","You Never Can Tell (Pulp Fiction)"
4,"John Hurley & Ronnie Wilkins","Son of a Preacher Man (Pulp Fiction)"
4,"Mark James","Hooked on a Feeling (Guardians of the Galaxy)"
4,"Lolly Vegas","Come and Get Your Love (Guardians of the Galaxy)"
4,"Jeff Lynne","Mr. Blue Sky (Guardians of the Galaxy Vol. 2)"
4,"Fleetwood Mac","The Chain (Guardians of the Galaxy Vol. 2)"
4,"John Fogerty","Fortunate Son (Forrest Gump)"
4,"Stephen Stills","For What It's Worth (Forrest Gump)"
4,"Allen Collins & Ronnie Van Zant","Free Bird (Forrest Gump)"
4,"Elton John","Tiny Dancer (Almost Famous)"
4,"Bob Dylan","The Times They Are a-Changin' (Watchmen)"
4,"Paul Simon","The Sound of Silence (The Graduate / Watchmen)"
4,"Stealers Wheel","Stuck in the Middle with You (Reservoir Dogs)"
4,"Pixies","Where Is My Mind? (Fight Club)"
4,"The Doors","The End (Apocalypse Now)"
4,"Bob Dylan","All Along the Watchtower (Jimi Hendrix version)"
4,"The Rolling Stones","Gimme Shelter (The Departed)"
4,"Queen","Bohemian Rhapsody (Wayne's World)"
4,"Giorgio Moroder","Danger Zone (Top Gun)"
4,"Survivor","Eye of the Tiger (Rocky III)"
4,"Simple Minds","Don't You (Forget About Me) (The Breakfast Club)"
4,"Alan Silvestri","Back to the Future - Main Theme (Standard)"
4,"Huey Lewis","The Power of Love (Huey Lewis and the News - Full)"
4,"Chuck Berry","Johnny B. Goode (Back to the Future)"
4,"Michael Giacchino","The Incredibles - Main Theme (Standard)"
4,"Michael Giacchino","Le Festin (Ratatouille)"
4,"Danny Elfman","This is Halloween (The Nightmare Before Christmas)"
4,"Danny Elfman","Sally's Song (Full Version)"
4,"Danny Elfman","Beetlejuice - Main Theme (Full Version)"
4,"Danny Elfman","Ice Dance (Edward Scissorhands - Full Version)"
4,"Bill Conti","Gonna Fly Now (Full Piano Solo)"
4,"Michael Giacchino","Star Trek (2009) - Main Theme (Full Version)"
4,"Michael Giacchino","Lost - Main Theme (Full Version)"
4,"Cyndi Lauper","The Goonies 'R' Good Enough (Full Version)"
4,"Ray Parker Jr.","Ghostbusters (Full Piano Solo)"
4,"Kenny Loggins","Footloose (Full Piano Solo)"
4,"Giorgio Moroder","Take My Breath Away (Berlin)"
4,"Elton John","I'm Still Standing (Elton John)"
4,"4 Non Blondes","What's Up? (4 Non Blondes)"
4,"The Cranberries","Zombie (The Cranberries)"
4,"The Cranberries","Linger (The Cranberries)"
4,"Linkin Park","In the End (Linkin Park)"
4,"Linkin Park","Numb (Linkin Park)"
4,"Evanescence","Bring Me to Life (Evanescence)"
4,"Evanescence","My Immortal (Evanescence)"
4,"Green Day","American Idiot (Green Day)"
4,"Green Day","Boulevard of Broken Dreams (Green Day)"
4,"My Chemical Romance","Helena (My Chemical Romance)"
4,"My Chemical Romance","Famous Last Words (My Chemical Romance)"
4,"Fall Out Boy","Sugar, We're Goin Down (Fall Out Boy)"
4,"Fall Out Boy","Dance, Dance (Fall Out Boy)"
4,"Jimmy Eat World","The Middle (Jimmy Eat World)"
4,"Modest Mouse","Float On (Modest Mouse)"
4,"The Postal Service","Such Great Heights (The Postal Service)"
4,"Death Cab for Cutie","I Will Follow You into the Dark"
4,"Arcade Fire","Wake Up (Arcade Fire)"
4,"The Shins","New Slang (The Shins)"
4,"Sufjan Stevens","Chicago (Sufjan Stevens)"
4,"Sufjan Stevens","Mystery of Love (Call Me By Your Name)"
4,"Bon Iver","Holocene (Bon Iver)"
4,"Fleet Foxes","White Winter Hymnal (Fleet Foxes)"
4,"Vampire Weekend","A-Punk (Vampire Weekend)"
4,"MGMT","Kids (MGMT)"
4,"Phoenix","1901 (Phoenix)"
4,"The Strokes","Last Nite (The Strokes)"
4,"Interpol","Evil (Interpol)"
4,"Yeah Yeah Yeahs","Maps (Yeah Yeah Yeahs)"
4,"TV on the Radio","Wolf Like Me (TV on the Radio)"
4,"LCD Soundsystem","All My Friends (LCD Soundsystem)"
4,"The National","Fake Empire (The National)"
4,"Grizzly Bear","Two Weeks (Grizzly Bear)"
4,"Animal Collective","My Girls (Animal Collective)"
4,"Broken Social Scene","Anthems for a Seventeen-Year-Old Girl"
4,"The xx","Intro (The xx)"
4,"alt-J","Breezeblocks (alt-J)"
5,"Masashi Hamauzu","The Promise (Final Fantasy XIII)"
5,"Taku Iwasaki","Libera Me From Hell (Tengen Toppa Gurren Lagann)"
5,"YUI","Again (Fullmetal Alchemist: Brotherhood)"
5,"Hachi","Musunde Hiraite Rasetsu to Mukuro"
5,"Hidetoshi Sato","A Cruel Angel's Thesis (Neon Genesis Evangelion)"
5,"Yasuharu Takanashi","This is a Fight to the Death! (Fairy Tail)"
5,"Hiroyuki Sawano","Vogel im Käfig (Attack on Titan)"
5,"Joe Hisaishi","The Dragon Boy (Spirited Away)"
5,"Nobuo Uematsu","Fisherman's Horizon (Final Fantasy VIII)"
5,"Nobuo Uematsu","Fragments of Memories (Final Fantasy VIII)"
5,"Yoshihisa Hirano & Hideki Taniuchi","L's Theme A (Death Note)"
5,"Yuki Hayashi","You Say Run (My Hero Academia)"
5,"Yoko Kanno","Tank! (Cowboy Bebop - Piano Arr.)"
5,"wacci","Kirameki (Your Lie in April)"
5,"Masayoshi Soken","To the Edge (Final Fantasy XIV)"
5,"Jesper Kyd","Ezio's Family (Assassin's Creed II)"
5,"Junichi Masuda","Battle! (Trainer Battle) (Pokémon Red/Blue)"
5,"Nobuo Uematsu","Aria di Mezzo Carattere (Final Fantasy VI)"
5,"Michiru Oshima","Bratja (Brothers - FMA) (Advanced Arr.)"
5,"Yuki Kajiura","Luminous Sword (Sword Art Online)"
5,"Yoko Shimomura","Somnus (Final Fantasy XV)"
5,"Toby Fox","Spider Dance (Undertale)"
5,"Shoji Meguro","Wake Up, Get Up, Get Out There (Persona 5)"
5,"Kensuke Ushio","A Silent Voice (Main Theme)"
5,"Goose house","Hikaru Nara (Your Lie in April)"
5,"Kōtarō Nakagawa","Madder Sky (Code Geass)"
5,"Nobuo Uematsu","One-Winged Angel (Simplified Concert Arr.)"
5,"Utada Hikaru","Oath (Kingdom Hearts III)"
5,"Jeremy Soule","Dragonborn (Skyrim Theme)"
5,"FLOW","Sign (Naruto Shippuden)"
5,"DEAN FUJIOKA","History Maker (Yuri!!! on ICE)"
